transaction_id,sender_id,receiver_id,amount,timestamp
TX06268,U_8879,U_7226,2967,15112023:004922
TX08009,U_6292,U_4230,191,25052023:203429
TX06846,U_1218,U_2373,3004,02092023:075618
TX02543,U_2396,U_1374,1565,18052023:110659
TX04653,U_2888,U_7634,1219,11062023:202419
TX09673,U_8086,U_8929,1329,05082023:020954
TX01323,U_3531,U_1004,2878,18112023:173030
TX06514,U_7268,U_7847,1017,28042023:053213
TX08507,U_8627,U_3413,1251,19032023:154750
TX03845,U_5487,U_1765,4212,08052023:201032
TX06363,U_5892,U_9872,738,08072023:104623
TX03531,U_1388,U_4469,814,15022023:224312
TX03484,U_9131,U_2689,3779,20102023:043613
TX03159,U_4630,U_2122,2318,07062023:164708
TX09852,U_7641,U_2269,4792,15052023:001253
TX01674,U_3363,U_6241,3396,21052023:135947
TX05289,U_2875,U_4216,3098,28012023:024718
TX00732,BIG_CORP_B,STAFF_05,5000,03082023:214459
TX09743,U_8905,U_3481,3595,01122023:170701
TX05406,U_7707,U_9838,2386,16042023:023443
TX07833,U_8581,U_8174,4042,20022023:180611
TX04577,U_6448,U_7101,2883,17082023:181015
TX07612,U_6497,U_7663,4019,02042023:224552
TX05310,U_3651,U_1580,2328,08102023:190923
TX01499,U_3443,U_7291,2815,23082023:091642
TX06907,U_4377,U_8837,3158,15052023:215514
TX03312,U_3374,U_8250,3391,25082023:235113
TX08044,U_8489,U_9587,1653,24062023:043806
TX03444,U_3276,U_8748,2494,06012023:022339
TX07272,U_4414,U_7437,3197,22062023:083529
TX02649,U_2080,U_5829,1745,07062023:230801
TX09054,U_1068,U_9887,4278,09022023:023436
TX07083,U_4108,U_1318,2960,12082023:072121
TX09563,U_8985,U_9942,2656,21112023:123129
TX06927,U_3484,U_6043,3749,15032023:062031
TX04305,U_5530,U_2900,4309,11082023:140127
TX02417,U_3561,U_1556,2175,14042023:154618
TX02549,U_9076,U_7341,2242,25012023:233635
TX00511,CENTRAL_DISPERSER_3,MULE_REC_92,189,01072023:073332
TX03571,U_6027,U_6779,851,11042023:134124
TX07223,U_9900,U_3546,1875,20052023:020514
TX00088,SENDER_FAN_6,CENTRAL_COLLECTOR_1,421,07022023:230421
TX01277,U_2225,U_4505,1850,19082023:160313
TX02914,U_6854,U_3938,2871,03092023:214722
TX03102,U_7838,U_5939,1877,08062023:055416
TX09669,U_1696,U_9700,1853,03092023:174846
TX05280,U_5582,U_3275,3768,28112023:152712
TX01394,U_1197,U_3353,3909,14012023:094239
TX02460,U_3424,U_5740,783,03042023:180524
TX00834,U_6351,U_1346,948,12052023:005623
TX04867,U_5413,U_2210,3351,13082023:132547
TX01627,U_8684,U_3156,2742,10052023:071838
TX02014,U_5964,U_2308,902,25072023:062916
TX04054,U_7620,U_3043,1597,23062023:033737
TX03621,U_7093,U_3133,68,04022023:215734
TX03229,U_1428,U_7156,635,16052023:001552
TX01423,U_9256,U_4398,4455,03012023:093548
TX08061,U_7099,U_8821,2571,06072023:092038
TX06666,U_4929,U_7428,3585,22072023:164242
TX01004,U_5041,U_2539,1385,05072023:115540
TX01528,U_3682,U_1582,1613,23102023:062719
TX07702,U_5301,U_3926,1999,06012023:110141
TX08368,U_1654,U_7404,3963,09022023:174154
TX04486,U_9787,U_8885,270,21042023:145313
TX03281,U_7534,U_8500,3987,26022023:222838
TX06973,U_2525,U_4499,3942,01092023:173259
TX00658,BIG_CORP_A,STAFF_03,5000,03082023:142641
TX09491,U_9069,U_3314,178,16122023:194324
TX02765,U_1992,U_7981,1624,23012023:131952
TX06876,U_6268,U_9048,3742,14032023:090834
TX06463,U_7330,U_5577,3741,22062023:043223
TX07277,U_5486,U_7198,2765,20082023:120040
TX08296,U_9948,U_1664,1876,18022023:052706
TX02664,U_8050,U_8174,3907,01092023:103905
TX06438,U_5029,U_3314,4462,04092023:123615
TX01014,U_9440,U_7486,1249,02122023:113927
TX08107,U_2711,U_2141,4394,06112023:160347
TX02009,U_3695,U_4128,3271,25012023:155208
TX01525,U_7054,U_2573,4283,14102023:092446
TX01113,U_5140,U_1257,354,08032023:225422
TX04759,U_5787,U_9247,1178,05052023:153101
TX07836,U_3801,U_1872,638,04022023:042304
TX02555,U_3649,U_1903,360,02092023:152012
TX08903,U_1404,U_9610,1576,15092023:201217
TX04544,U_8452,U_6758,2374,13042023:065113
TX06252,U_5342,U_4310,3173,14012023:143636
TX04805,U_7159,U_4041,4307,27042023:014725
TX09452,U_4829,U_2701,598,25032023:110942
TX04796,U_5464,U_1730,1767,17082023:141002
TX05093,U_9309,U_6478,1325,10102023:145423
TX00434,CENTRAL_DISPERSER_3,MULE_REC_15,967,01022023:061348
TX00408,CENTRAL_DISPERSER_2,MULE_REC_89,914,11072023:164123
TX03678,U_6863,U_5321,4731,28092023:063802
TX09603,U_9496,U_4933,2264,06012023:062806
TX08863,U_5616,U_4051,987,09122023:024630
TX00857,U_4447,U_4784,2798,03032023:061525
TX00168,CENTRAL_DISPERSER_0,MULE_REC_49,321,27112023:080404
TX08590,U_8119,U_1437,4451,09022023:205801
TX04634,U_7020,U_7176,4246,11062023:040105
TX03177,U_4681,U_4655,754,21102023:121247
TX02880,U_5103,U_6680,4374,03032023:092058
TX01764,U_1481,U_1442,4811,23112023:133731
TX07512,U_8502,U_4086,359,04112023:145837
TX07880,U_9999,U_7089,3945,10072023:144915
TX06733,U_7781,U_7077,3255,12012023:051644
TX04493,U_9203,U_9908,2893,10122023:213302
TX03344,U_7625,U_9256,3202,21092023:043338
TX08754,U_4609,U_6593,3672,03112023:113728
TX04931,U_8265,U_3052,4171,16072023:014614
TX01559,U_4441,U_2624,86,17052023:222222
TX09061,U_3709,U_5833,1585,05122023:184843
TX02115,U_3685,U_4952,3324,22072023:100530
TX02285,U_8928,U_2704,1158,22052023:030909
TX01276,U_2207,U_6118,4585,08082023:152221
TX02294,U_9193,U_8015,549,07102023:022333
TX08857,U_8623,U_5216,3059,15012023:040902
TX00181,CENTRAL_DISPERSER_0,MULE_REC_62,746,27012023:131024
TX01183,U_7376,U_7998,1005,16082023:231541
TX07764,U_9234,U_4102,2046,24082023:032356
TX06716,U_7102,U_7848,4890,11122023:174527
TX03420,U_5992,U_1316,521,15062023:062633
TX02717,U_4201,U_6824,708,15042023:090435
TX09374,U_3472,U_6549,1465,09022023:080542
TX08941,U_9051,U_2571,3864,24122023:164956
TX02988,U_9832,U_7379,3603,15092023:081211
TX00777,BIG_CORP_C,STAFF_02,5000,04042023:191042
TX03781,U_7656,U_1804,421,09082023:061119
TX06331,U_7629,U_7740,2013,02042023:200534
TX03108,U_4867,U_7755,3448,25022023:161458
TX09697,U_7641,U_7140,3768,07092023:013114
TX03965,U_1053,U_9206,2118,26012023:234039
TX02828,U_9452,U_5822,1754,14012023:093549
TX07548,U_8783,U_6523,4957,26072023:125000
TX05358,U_1820,U_5652,3185,28072023:064124
TX00657,BIG_CORP_A,STAFF_02,5000,05082023:120213
TX01611,U_2282,U_3038,495,10102023:044110
TX08515,U_6874,U_8527,950,05012023:233140
TX03518,U_6692,U_5977,265,06062023:164843
TX02881,U_4261,U_8104,2773,11082023:185830
TX06989,U_3952,U_1205,1751,15072023:091121
TX01331,U_2316,U_5394,4887,13022023:060114
TX01877,U_8045,U_9906,1304,03022023:151705
TX01929,U_7490,U_6402,2455,08122023:112437
TX06691,U_2811,U_5147,4464,26122023:093006
TX03374,U_1720,U_6116,4274,26062023:112709
TX02222,U_3789,U_8754,2118,13072023:163501
TX00114,SENDER_FAN_32,CENTRAL_COLLECTOR_1,653,28062023:105702
TX04560,U_2750,U_9336,1721,16082023:124653
TX00692,BIG_CORP_B,STAFF_01,5000,05022023:110508
TX09860,U_8327,U_8309,889,15022023:080327
TX01640,U_8126,U_3767,1350,23012023:133225
TX09158,U_8612,U_2269,4535,01122023:081833
TX05045,U_8724,U_8980,3308,23012023:202001
TX01872,U_5238,U_8033,638,19022023:013547
TX02899,U_1228,U_5003,3979,20052023:045051
TX06048,U_6127,U_7836,2433,13102023:055909
TX06062,U_1824,U_8123,659,18012023:145659
TX08740,U_4321,U_7454,2951,12102023:034116
TX07569,U_4361,U_3316,2610,06042023:142817
TX02980,U_6224,U_8326,989,26092023:083043
TX07988,U_9536,U_4403,4491,10032023:145943
TX02290,U_9932,U_2314,1514,16112023:235917
TX09940,U_5048,U_3396,4909,14102023:092228
TX03272,U_1917,U_8462,471,14082023:184614
TX06211,U_2808,U_7975,1093,14092023:115502
TX03185,U_5131,U_5726,2979,06102023:134425
TX07404,U_6360,U_2452,4703,15072023:050128
TX09025,U_5442,U_5965,572,17042023:033823
TX04000,U_6204,U_1059,1480,11112023:192525
TX02538,U_3817,U_8703,3264,22032023:171607
TX09984,U_7224,U_6742,2205,23042023:050728
TX03355,U_5435,U_1296,2807,05052023:084742
TX01575,U_7695,U_2044,3248,15022023:220531
TX03298,U_7904,U_9434,3721,27102023:170926
TX06019,U_1945,U_2579,1640,05022023:030948
TX00795,BIG_CORP_C,STAFF_02,5000,04072023:180901
TX08346,U_2821,U_7853,3377,09082023:015946
TX08641,U_7041,U_2667,4406,20062023:123438
TX09692,U_3399,U_2275,3270,18102023:224548
TX00319,CENTRAL_DISPERSER_2,MULE_REC_0,991,22112023:032013
TX03740,U_9570,U_4969,2259,02012023:161352
TX03056,U_6313,U_5440,2042,14082023:001217
TX08214,U_2573,U_6301,1932,08102023:215025
TX07163,U_8085,U_9564,2379,01042023:154504
TX07327,U_4311,U_3443,3733,13102023:052807
TX07630,U_8561,U_8021,959,12052023:005632
TX08790,U_9003,U_2776,3234,08052023:051025
TX03025,U_5555,U_4108,2353,24072023:220034
TX02080,U_6139,U_9718,4818,13112023:221346
TX06477,U_2366,U_5468,367,08112023:220123
TX09504,U_3820,U_5475,4456,05012023:102905
TX01508,U_3110,U_6499,1711,27072023:145559
TX01639,U_8737,U_2162,535,24092023:125045
TX04611,U_7729,U_6021,3294,18062023:224911
TX02079,U_9578,U_1920,3116,19102023:224626
TX09836,U_2944,U_9999,53,14122023:081003
TX08642,U_9307,U_1842,1213,17022023:192240
TX08238,U_7731,U_1414,3172,11062023:002116
TX01772,U_3734,U_5701,3366,11072023:152603
TX09934,U_6742,U_7784,1775,07122023:150937
TX05303,U_8166,U_2880,1550,16032023:044151
TX02113,U_7832,U_6833,793,27032023:170757
TX08424,U_4162,U_1036,4219,02012023:232328
TX03783,U_3251,U_8921,3359,15082023:103123
TX02638,U_5555,U_4640,499,22012023:002520
TX04348,U_4553,U_1458,2998,03022023:130720
TX06361,U_5267,U_1691,1945,28092023:170105
TX05779,U_3416,U_4919,3407,13122023:104935
TX08229,U_5263,U_6860,4251,26102023:083335
TX02857,U_1603,U_5065,1412,13042023:081331
TX04243,U_6804,U_2138,4871,01052023:061329
TX05836,U_7499,U_3987,327,25122023:005858
TX06104,U_2045,U_7470,4539,28032023:041333
TX03334,U_9153,U_2831,869,27042023:105252
TX02133,U_5802,U_9250,4252,28052023:120238
TX03486,U_6132,U_9103,2561,07032023:052703
TX07398,U_1737,U_9356,4112,19052023:171503
TX09166,U_1163,U_8621,1274,12112023:122325
TX00765,BIG_CORP_C,STAFF_02,5000,04022023:222320
TX09666,U_7971,U_2896,1133,28042023:005319
TX04984,U_9473,U_9728,1818,08092023:092142
TX06182,U_9199,U_4410,196,07082023:044224
TX07537,U_4762,U_9103,1348,27072023:154556
TX06081,U_7350,U_4932,2900,12082023:235747
TX05995,U_9527,U_9778,3947,09082023:010949
TX03794,U_9639,U_1780,916,22102023:024757
TX06763,U_2681,U_8367,730,08012023:045510
TX02840,U_6387,U_1261,389,13082023:173229
TX01062,U_2044,U_6528,4261,13072023:133241
TX08546,U_7514,U_7130,2164,20042023:161855
TX06300,U_4793,U_1641,4122,21062023:112332
TX04976,U_4553,U_4206,2283,21082023:094117
TX06054,U_5317,U_6447,2279,12092023:145237
TX03050,U_8402,U_2299,2581,12052023:052616
TX06359,U_4067,U_5539,4568,05012023:180927
TX03460,U_5296,U_6570,4588,08092023:232627
TX00399,CENTRAL_DISPERSER_2,MULE_REC_80,564,11062023:073958
TX09924,U_2469,U_9051,2829,02022023:225115
TX01654,U_8291,U_9274,1326,01112023:065808
TX08072,U_4923,U_6147,1295,07082023:203631
TX00503,CENTRAL_DISPERSER_3,MULE_REC_84,340,28012023:055435
TX03347,U_9543,U_8662,1901,05082023:075030
TX05883,U_3830,U_9774,2475,26042023:162955
TX07751,U_1832,U_3688,3831,23092023:000626
TX05462,U_3857,U_2289,1784,08052023:225010
TX09683,U_9524,U_3505,420,22112023:001956
TX01906,U_2303,U_3732,4062,27062023:072207
TX00609,USER_322,ENERGY_CORP_Z,6445,13042023:103655
TX07623,U_3100,U_4990,3752,09012023:194730
TX09141,U_5400,U_7144,1713,26042023:123541
TX08074,U_7861,U_3142,1129,14122023:200311
TX08232,U_2973,U_5036,424,06112023:155522
TX09708,U_7346,U_6612,3234,06092023:135944
TX03140,U_5725,U_9494,3926,14112023:015139
TX05036,U_8077,U_2378,342,27022023:143739
TX09400,U_1321,U_2617,3359,19112023:020846
TX02221,U_8487,U_2491,2498,10052023:113627
TX01958,U_6711,U_1871,225,07072023:220710
TX08195,U_4451,U_6718,1876,21042023:233346
TX01187,U_7784,U_3051,3685,21032023:210151
TX00230,CENTRAL_DISPERSER_1,MULE_REC_11,620,09032023:204432
TX01507,U_4286,U_9856,1176,07092023:202735
TX00171,CENTRAL_DISPERSER_0,MULE_REC_52,501,02052023:085349
TX00301,CENTRAL_DISPERSER_1,MULE_REC_82,158,02082023:220225
TX04185,U_9895,U_2599,2171,01092023:210040
TX09643,U_1153,U_7951,3670,04122023:194522
TX05026,U_8177,U_8605,3291,18062023:084415
TX07409,U_3576,U_4696,4600,21112023:164041
TX04475,U_1249,U_9143,4046,10082023:031851
TX05445,U_6355,U_2113,3072,26082023:081158
TX07950,U_3742,U_4306,471,25092023:081137
TX02975,U_3626,U_4558,2079,28012023:001325
TX05039,U_6886,U_9822,1461,13022023:163537
TX03592,U_1564,U_1144,4293,19082023:105430
TX00577,USER_818,TECH_STORE_Y,8693,22102023:130709
TX02437,U_3000,U_5139,1799,23032023:071205
TX00515,CENTRAL_DISPERSER_3,MULE_REC_96,617,10052023:211001
TX00806,BIG_CORP_C,STAFF_01,5000,04092023:205920
TX09238,U_6058,U_5681,1721,14032023:032827
TX08250,U_1227,U_8289,4093,25112023:204551
TX00645,BIG_CORP_A,STAFF_02,5000,03062023:154428
TX06915,U_6036,U_5686,3783,05112023:104022
TX07576,U_6330,U_2529,3222,03072023:202057
TX06270,U_2646,U_4764,2124,23082023:031721
TX03534,U_7090,U_4193,575,06072023:142859
TX09241,U_9426,U_8325,1725,18112023:095752
TX05129,U_1844,U_2066,1429,01102023:191654
TX08774,U_6129,U_6734,1330,15112023:125917
TX09983,U_3204,U_3048,2233,05072023:150959
TX02206,U_5755,U_8639,597,07012023:045514
TX02087,U_3058,U_2966,4165,17052023:034150
TX07809,U_7023,U_5576,1313,11102023:154937
TX02142,U_2593,U_4100,810,26112023:090556
TX06074,U_1001,U_7079,2604,10042023:230105
TX01547,U_6991,U_7597,3070,18092023:040737
TX00589,USER_833,ENERGY_CORP_Z,4047,04122023:081503
TX08431,U_9552,U_9233,2795,15062023:031004
TX00097,SENDER_FAN_15,CENTRAL_COLLECTOR_1,205,27112023:200628
TX06701,U_2735,U_5703,719,15062023:030859
TX00429,CENTRAL_DISPERSER_3,MULE_REC_10,373,03052023:100834
TX07939,U_4120,U_9143,1673,03102023:031514
TX00076,SENDER_FAN_33,CENTRAL_COLLECTOR_0,746,09062023:211918
TX01438,U_1831,U_8740,249,18052023:154105
TX02593,U_7818,U_1417,4131,14022023:133424
TX07903,U_4895,U_2940,374,19112023:045859
TX07823,U_6201,U_3377,642,14072023:195529
TX08183,U_8925,U_9469,3384,03032023:090816
TX09590,U_5862,U_7433,3283,10052023:081715
TX05506,U_6679,U_1359,30,08112023:042720
TX05397,U_5888,U_4217,3858,23032023:153730
TX06580,U_3639,U_4054,2394,24092023:054641
TX09822,U_8105,U_6345,4710,13112023:231132
TX07195,U_7715,U_1712,3835,02122023:111431
TX04778,U_3831,U_1195,1237,07092023:234759
TX07469,U_6268,U_6051,4699,05122023:202348
TX02650,U_7238,U_2980,410,07102023:032532
TX04730,U_3563,U_7585,1765,02032023:220342
TX09092,U_4501,U_2639,680,26072023:160303
TX06855,U_5621,U_8463,3180,16102023:015708
TX02379,U_8906,U_1426,2075,15122023:082447
TX06033,U_6909,U_3898,2544,05122023:035108
TX07340,U_7262,U_2015,3124,21032023:015457
TX01785,U_1837,U_3104,3533,26042023:141011
TX06845,U_2077,U_9378,2886,01052023:145246
TX04876,U_3991,U_5800,627,26122023:181537
TX07448,U_9411,U_7484,846,20062023:235700
TX07594,U_8087,U_2007,3728,24072023:215406
TX06976,U_9182,U_5079,1725,21072023:024607
TX07481,U_3502,U_7380,3745,06122023:053323
TX09122,U_3254,U_6366,1270,09032023:192439
TX08786,U_4044,U_5471,198,15022023:150411
TX07389,U_6258,U_2973,1441,10122023:031416
TX08672,U_8066,U_8219,4355,25022023:113537
TX01305,U_4607,U_9716,4212,12022023:112136
TX02199,U_9589,U_1122,4783,02052023:014508
TX03027,U_2143,U_7039,810,17092023:093816
TX05649,U_3836,U_4860,1295,27112023:090242
TX03006,U_9037,U_2970,563,11102023:064724
TX09315,U_9312,U_7599,3695,02032023:031407
TX09010,U_3107,U_2818,2089,03062023:153234
TX01242,U_9805,U_6481,4841,08052023:054151
TX05725,U_7256,U_8409,3636,04042023:144745
TX02018,U_1094,U_2882,2378,15012023:012922
TX04943,U_8100,U_1141,4037,20062023:120610
TX07501,U_7696,U_3078,3508,06092023:181921
TX08535,U_5142,U_5169,1967,27072023:124342
TX02331,U_2278,U_4710,1888,20082023:062241
TX03711,U_7826,U_8249,1161,21042023:142046
TX05395,U_8233,U_3924,2412,23042023:174237
TX06160,U_3143,U_1852,456,13052023:000353
TX03337,U_7011,U_8706,4529,15022023:134613
TX05240,U_8218,U_2734,1362,24082023:015055
TX09430,U_1874,U_6642,3512,16072023:091146
TX03722,U_5943,U_1831,1711,12112023:003145
TX01787,U_8321,U_2385,3417,27052023:090208
TX03832,U_6577,U_5401,2174,16072023:140141
TX09300,U_3662,U_8846,818,11102023:060259
TX03985,U_6934,U_5690,4750,17032023:032751
TX03479,U_3265,U_9743,1940,18072023:120237
TX04762,U_9846,U_1371,4283,10082023:221037
TX00368,CENTRAL_DISPERSER_2,MULE_REC_49,825,07072023:204222
TX03251,U_1833,U_5169,4160,17012023:132216
TX01954,U_9699,U_4362,2751,21082023:174050
TX05016,U_6039,U_6344,1015,12032023:213212
TX08110,U_5597,U_6553,4774,21102023:000828
TX00871,U_8081,U_4411,266,28032023:053045
TX06118,U_1709,U_7547,455,21052023:025753
TX05844,U_9186,U_3903,1650,18112023:125848
TX02825,U_1829,U_6225,2473,03022023:125311
TX06717,U_7219,U_4559,4906,14092023:063845
TX09465,U_9306,U_1067,1379,04052023:053815
TX00110,SENDER_FAN_28,CENTRAL_COLLECTOR_1,239,14112023:171235
TX01262,U_5191,U_8137,2514,16062023:110318
TX02867,U_8305,U_2293,3996,24032023:194828
TX02838,U_2626,U_4652,1698,07112023:083024
TX06485,U_4405,U_5277,1064,10122023:063831
TX05013,U_4690,U_3418,3301,21082023:000715
TX05432,U_8686,U_4659,1850,07082023:193713
TX03553,U_5378,U_5459,4809,20072023:105133
TX06950,U_7725,U_6485,3274,14092023:215458
TX05226,U_9854,U_8580,998,24072023:162312
TX02360,U_1646,U_8943,1606,12122023:030209
TX04226,U_5954,U_1247,4886,04052023:045212
TX04015,U_4651,U_7039,2777,24122023:005927
TX09291,U_7246,U_6328,3959,14022023:080216
TX03741,U_4291,U_2613,2670,06082023:225331
TX05876,U_3379,U_6641,4950,06072023:052149
TX08285,U_9284,U_3789,3694,13052023:195027
TX07899,U_1756,U_6155,2553,24082023:020251
TX05726,U_2168,U_3118,653,12082023:200510
TX06750,U_7949,U_9425,2304,05042023:131719
TX02697,U_3878,U_2258,3334,04102023:185318
TX06326,U_5986,U_5338,327,16032023:060655
TX02365,U_9176,U_3316,1477,18072023:005340
TX02336,U_4520,U_5803,1586,15102023:135348
TX00316,CENTRAL_DISPERSER_1,MULE_REC_97,395,10112023:122442
TX00624,BIG_CORP_A,STAFF_05,5000,02022023:123426
TX03008,U_7917,U_5294,2064,03022023:120115
TX05931,U_5941,U_2706,834,06052023:123143
TX02845,U_3066,U_7523,2348,06022023:051756
TX01739,U_8482,U_8232,3267,26082023:001839
TX04569,U_7063,U_8090,4396,02122023:013700
TX05752,U_7897,U_4478,3148,27092023:031859
TX03090,U_8337,U_6968,3035,03052023:021834
TX00811,BIG_CORP_C,STAFF_00,5000,03102023:102221
TX00059,SENDER_FAN_16,CENTRAL_COLLECTOR_0,527,27032023:021235
TX02811,U_6529,U_4158,4119,02062023:203929
TX06551,U_7949,U_3248,3862,14062023:215217
TX08350,U_5635,U_7333,664,13092023:161105
TX01898,U_6898,U_6070,4846,14102023:090525
TX00442,CENTRAL_DISPERSER_3,MULE_REC_23,798,06062023:070743
TX04274,U_8469,U_6531,4115,03022023:221816
TX07694,U_1534,U_1702,3975,23062023:105629
TX02874,U_3997,U_3030,2317,12042023:180659
TX03404,U_4823,U_7261,1436,16102023:140112
TX06675,U_2284,U_4677,4662,06032023:190614
TX09825,U_4848,U_3696,3730,15032023:233329
TX01883,U_5313,U_6975,859,05032023:081037
TX00016,NODE_L3_5,NODE_L3_6,13356,01022023:014511
TX09059,U_6180,U_2499,2411,19122023:060256
TX00915,U_5317,U_1250,818,14122023:015016
TX07829,U_7170,U_5838,335,02062023:080644
TX01443,U_4351,U_3171,2114,12122023:132206
TX06861,U_4846,U_3693,2888,01062023:191538
TX09299,U_1114,U_3362,1976,03082023:174151
TX03762,U_5037,U_7441,2582,04102023:082245
TX00678,BIG_CORP_A,STAFF_05,5000,04112023:021814
TX07628,U_4789,U_9384,1872,04112023:074236
TX06191,U_1043,U_7272,4838,06122023:174226
TX02826,U_7920,U_7008,217,03032023:111627
TX09461,U_8796,U_3905,2511,27022023:174512
TX08257,U_9156,U_9928,2248,04032023:221730
TX02393,U_4220,U_4507,4104,13082023:095522
TX00935,U_1158,U_9039,964,15112023:021458
TX01282,U_9666,U_9802,2353,12012023:230616
TX01485,U_7205,U_8357,4595,06022023:180602
TX05088,U_7342,U_3588,2251,05072023:184518
TX02042,U_1792,U_3161,3842,05012023:205825
TX07598,U_1439,U_8083,3587,08012023:043734
TX00009,NODE_L2_1,NODE_L2_2,11426,10032023:110008
TX04928,U_1007,U_1810,1237,27052023:123216
TX06630,U_7922,U_8847,1027,16102023:203425
TX04972,U_9344,U_5760,4412,20032023:134437
TX06801,U_6505,U_7809,1123,25112023:233323
TX06114,U_8240,U_4488,3070,12122023:214203
TX01871,U_4525,U_7189,685,18092023:214916
TX05351,U_7764,U_6393,3256,20062023:183300
TX05076,U_4880,U_4340,1489,13082023:191025
TX02932,U_1044,U_6393,699,18112023:183203
TX07004,U_7193,U_9853,3614,23042023:101024
TX04547,U_1521,U_9212,1718,23102023:191652
TX02553,U_1623,U_3418,4036,19112023:073409
TX09195,U_8484,U_6899,726,11082023:081500
TX08759,U_5049,U_2658,2216,19082023:185135
TX08118,U_3308,U_8138,353,19082023:124608
TX01933,U_4157,U_8467,531,10102023:014448
TX09905,U_8723,U_8812,156,16082023:203248
TX09399,U_2174,U_9701,4809,14022023:110822
TX03494,U_7871,U_4973,200,19052023:055748
TX04806,U_7175,U_8895,3716,10122023:235322
TX03413,U_2029,U_5040,1511,10062023:105321
TX00560,USER_739,TECH_STORE_Y,6802,07022023:053908
TX07356,U_8987,U_8514,2962,21012023:204019
TX05671,U_4929,U_2383,3133,01062023:165113
TX09370,U_6593,U_5388,1215,11082023:053254
TX08801,U_8471,U_4757,1816,24042023:061213
TX07660,U_2003,U_4235,3205,19092023:073621
TX07824,U_7053,U_3838,4270,23072023:013228
TX05409,U_1961,U_1250,3358,03112023:235257
TX02957,U_1757,U_7811,2890,01042023:005146
TX01704,U_1053,U_8850,3619,17032023:000254
TX05772,U_4882,U_9585,1918,21122023:064209
TX00781,BIG_CORP_C,STAFF_00,5000,04052023:130510
TX00239,CENTRAL_DISPERSER_1,MULE_REC_20,806,07112023:100821
TX00482,CENTRAL_DISPERSER_3,MULE_REC_63,719,07122023:181907
TX09466,U_8569,U_8917,1482,25102023:195903
TX06748,U_3579,U_7004,2337,22122023:155010
TX08777,U_7020,U_8078,4177,18062023:231246
TX01441,U_8449,U_5120,4891,18082023:031323
TX01352,U_9700,U_6843,2440,08032023:194917
TX06661,U_8475,U_3106,1552,21022023:223232
TX02278,U_9868,U_4459,1898,16052023:154009
TX08894,U_9031,U_4921,2045,10012023:132511
TX05386,U_3005,U_4729,836,13122023:182416
TX09829,U_9327,U_6648,3458,19102023:061828
TX08338,U_2175,U_5376,3704,14042023:022308
TX00808,BIG_CORP_C,STAFF_03,5000,05092023:062058
TX08271,U_9578,U_2311,2245,15012023:201422
TX05646,U_9499,U_5146,3059,15102023:040454
TX03666,U_8467,U_3527,2642,26072023:024804
TX05541,U_1733,U_8923,4414,08092023:045506
TX06827,U_7084,U_8837,2022,17032023:080943
TX06698,U_9395,U_7368,3564,28122023:064831
TX01463,U_6711,U_5266,256,07032023:074122
TX05820,U_1547,U_4644,708,10092023:073442
TX03514,U_2710,U_3334,870,16112023:142541
TX03423,U_7021,U_7172,3700,20022023:090219
TX01354,U_2478,U_7178,1610,17082023:053107
TX05851,U_6883,U_2918,261,02072023:054401
TX07060,U_2423,U_5173,697,21012023:215154
TX06043,U_3221,U_8226,27,01052023:123451
TX09469,U_5453,U_4716,703,06082023:155727
TX08674,U_5742,U_5271,528,11072023:092316
TX05331,U_9347,U_7695,2329,15082023:180223
TX05902,U_8935,U_3916,3096,10082023:133804
TX02363,U_2184,U_6092,2502,24032023:013950
TX02525,U_9851,U_6445,241,26112023:101536
TX02262,U_8505,U_7559,834,28102023:143837
TX07974,U_3271,U_2056,3365,16082023:110603
TX05564,U_4977,U_3731,1820,06082023:133948
TX03648,U_1757,U_4668,17,22102023:143744
TX05775,U_4002,U_4920,2395,14092023:063659
TX05376,U_5024,U_6803,3797,10102023:005407
TX04295,U_3133,U_7231,4010,18102023:005013
TX08918,U_4084,U_3519,903,21122023:205402
TX07636,U_1263,U_2273,1994,10052023:091741
TX03202,U_4946,U_2048,477,10062023:024509
TX07316,U_9505,U_7922,3445,25082023:043215
TX03458,U_4270,U_9467,4919,01042023:212453
TX08762,U_4723,U_4827,13,27082023:053408
TX00083,SENDER_FAN_1,CENTRAL_COLLECTOR_1,120,12082023:032154
TX07673,U_7148,U_2990,1675,03032023:040136
TX05136,U_6167,U_3226,4592,09032023:192954
TX01791,U_6624,U_6253,2143,19022023:101633
TX05434,U_7407,U_6089,4699,14092023:141746
TX08455,U_9266,U_3503,1148,27092023:140823
TX04819,U_4886,U_9449,1294,07012023:150517
TX00029,NODE_L5_6,NODE_L5_7,11783,27032023:100639
TX02132,U_4176,U_1024,3485,23122023:195646
TX04652,U_2177,U_2114,684,22092023:052240
TX00117,SENDER_FAN_35,CENTRAL_COLLECTOR_1,175,14082023:202706
TX03314,U_5836,U_6017,3544,02092023:165313
TX02535,U_7585,U_3872,2352,19122023:023604
TX02689,U_4668,U_5971,3047,15122023:131921
TX04267,U_6196,U_3188,3586,24022023:021218
TX04589,U_9969,U_6288,1424,18032023:112330
TX04767,U_6181,U_1629,157,07052023:003825
TX01803,U_3217,U_4253,4160,16122023:122142
TX02519,U_4175,U_3166,1949,13092023:091041
TX06631,U_5867,U_2338,2020,04062023:151440
TX09271,U_7692,U_1320,976,15072023:174514
